id_cliente,cliente_ativo,genero,cliente_idoso,cliente_parceiro,cliente_dependentes,meses_contrato,linha_telefonica,multiplas_linhas,provedor_internet,seguranca_online,backup_online,protecao_dispositivo,suporte_tecnico,streaming_TV,streaming_filmes,tipo_contrato,fatura_digital,meio_pagamento,fatura_mensal,custo_total,contas_diarias
4002-BQWPQ,Sim,Masculino,Não,Não,Não,25,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Não,Sim,Mensal,Não,Transferência bancária (automático),81.75,2028.8,2.72
4003-FUSHP,Sim,Masculino,Não,Não,Não,19,Sim,Não,DSL,Não,Não,Não,Sim,Sim,Não,Mensal,Sim,Cartão de crédito (automático),61.55,1093.2,2.05
4003-OCTMP,Sim,Feminino,Não,Sim,Não,31,Sim,Não,DSL,Sim,Não,Não,Sim,Não,Sim,Anual,Sim,Cheque eletrônico,64.0,1910.75,2.13
4006-HKYHO,Sim,Masculino,Não,Não,Não,63,Sim,Não,DSL,Sim,Sim,Sim,Sim,Sim,Sim,Bienal,Sim,Transferência bancária (automático),86.7,5309.5,2.89
4007-NHVHI,Sim,Feminino,Sim,Não,Não,56,Sim,Sim,Fibra óptica,Sim,Sim,Não,Não,Não,Sim,Mensal,Sim,Cheque eletrônico,96.85,5219.65,3.23
4009-ALQFH,Não,Feminino,Não,Não,Não,25,Sim,Não,Fibra óptica,Não,Sim,Sim,Não,Sim,Sim,Mensal,Sim,Cheque eletrônico,99.5,2369.05,3.32
4010-YLMVT,Sim,Feminino,Não,Não,Não,56,Sim,Sim,Fibra óptica,Sim,Sim,Não,Não,Sim,Sim,Mensal,Sim,Cartão de crédito (automático),106.6,5893.95,3.55
4011-ARPHK,Sim,Masculino,Não,Não,Não,27,Sim,Não,DSL,Sim,Não,Não,Não,Não,Não,Mensal,Não,Cheque via correio,50.35,1411.35,1.68
4012-YCFAI,Sim,Masculino,Não,Sim,Não,60,Sim,Não,DSL,Sim,Sim,Não,Sim,Não,Não,Bienal,Sim,Cheque via correio,61.35,3766.2,2.04
4012-ZTHBR,Sim,Feminino,Não,Sim,Sim,21,Sim,Não,DSL,Não,Não,Não,Não,Não,Não,Mensal,Sim,Cheque eletrônico,44.95,926.25,1.5
4013-GUXND,Sim,Masculino,Não,Não,Não,1,Sim,Não,Sem serviço de internet,Não,Não,Não,Não,Não,Não,Mensal,Não,Cheque via correio,20.8,20.8,0.69
4013-TLDHQ,Não,Masculino,Não,Não,Não,19,Sim,Não,Fibra óptica,Não,Sim,Sim,Não,Não,Não,Mensal,Sim,Cheque eletrônico,78.25,1490.95,2.61
4013-UBXWQ,Não,Feminino,Não,Não,Não,7,Sim,Sim,DSL,Não,Não,Não,Sim,Sim,Sim,Mensal,Sim,Cheque eletrônico,74.65,521.1,2.49
4016-BJKTZ,Sim,Feminino,Não,Não,Não,25,Sim,Sim,Fibra óptica,Não,Sim,Sim,Sim,Sim,Sim,Bienal,Não,Cheque eletrônico,108.9,2809.05,3.63
4018-KJYUY,Sim,Masculino,Não,Não,Sim,22,Sim,Não,Sem serviço de internet,Não,Não,Não,Não,Não,Não,Mensal,Não,Cartão de crédito (automático),20.15,432.5,0.67
4018-PPNDW,Sim,Feminino,Não,Sim,Sim,61,Sim,Sim,Sem serviço de internet,Não,Não,Não,Não,Não,Não,Bienal,Sim,Cheque via correio,24.1,1551.6,0.8
4020-KIUDI,Sim,Masculino,Não,Sim,Sim,6,Sim,Não,Sem serviço de internet,Não,Não,Não,Não,Não,Não,Mensal,Não,Cartão de crédito (automático),19.85,138.85,0.66
4021-RQSNY,Não,Masculino,Sim,Sim,Não,29,Sim,Sim,Fibra óptica,Não,Não,Sim,Não,Sim,Sim,Mensal,Sim,Cheque eletrônico,98.5,3004.15,3.28
4023-RTIQM,Sim,Feminino,Sim,Sim,Não,31,Não,Não,DSL,Sim,Sim,Sim,Não,Não,Sim,Anual,Sim,Cartão de crédito (automático),50.4,1580.1,1.68
4024-CSNBY,Sim,Feminino,Não,Sim,Não,72,Sim,Sim,Fibra óptica,Sim,Sim,Sim,Sim,Não,Não,Bienal,Sim,Transferência bancária (automático),94.25,6849.75,3.14
4026-SKKHW,Sim,Masculino,Não,Não,Não,3,Sim,Não,DSL,Não,Não,Não,Sim,Não,Não,Mensal,Sim,Cheque via correio,50.25,152.3,1.68
4029-HPFVY,Sim,Masculino,Não,Não,Não,3,Sim,Não,Fibra óptica,Não,Não,Não,Não,Não,Não,Mensal,Sim,Cheque via correio,70.3,220.4,2.34
4030-VPZBD,Não,Feminino,Não,Não,Não,2,Não,Não,DSL,Não,Não,Não,Sim,Não,Não,Mensal,Sim,Cheque eletrônico,30.9,59.05,1.03
4032-RMHCI,Sim,Feminino,Não,Sim,Sim,41,Não,Não,DSL,Sim,Não,Sim,Não,Não,Não,Anual,Não,Cartão de crédito (automático),35.4,1412.4,1.18
4039-HEUNW,Não,Masculino,Sim,Sim,Não,36,Sim,Sim,Fibra óptica,Não,Sim,Não,Não,Sim,Sim,Mensal,Sim,Cheque eletrônico,96.5,3436.1,3.22
4039-PIMHX,Sim,Masculino,Sim,Sim,Não,49,Sim,Não,DSL,Não,Sim,Não,Não,Não,Não,Bienal,Não,Cheque via correio,49.8,2398.4,1.66
4043-MKDTV,Sim,Masculino,Não,Sim,Não,71,Sim,Não,Fibra óptica,Não,Sim,Sim,Sim,Sim,Sim,Bienal,Sim,Cheque eletrônico,105.25,7291.75,3.51
4049-ZPALD,Sim,Feminino,Não,Sim,Não,64,Sim,Não,Fibra óptica,Sim,Não,Sim,Não,Sim,Sim,Bienal,Sim,Transferência bancária (automático),99.0,6375.8,3.3
4054-CUMIA,Sim,Feminino,Não,Sim,Sim,18,Sim,Não,Sem serviço de internet,Não,Não,Não,Não,Não,Não,Mensal,Sim,Cheque via correio,20.25,401.95,0.68
4056-QHXHZ,Sim,Feminino,Não,Sim,Sim,72,Sim,Sim,Fibra óptica,Sim,Não,Sim,Sim,Sim,Sim,Bienal,Não,Cheque via correio,107.45,7576.7,3.58
4057-FKCZK,Sim,Masculino,Não,Sim,Sim,58,Sim,Sim,Fibra óptica,Não,Não,Não,Não,Sim,Não,Bienal,Não,Transferência bancária (automático),82.5,4828.05,2.75
4059-IIEBK,Sim,Feminino,Não,Não,Não,7,Sim,Sim,Fibra óptica,Não,Sim,Não,Não,Não,Não,Mensal,Sim,Transferência bancária (automático),78.55,522.95,2.62
4060-LDNLU,Sim,Masculino,Não,Não,Não,7,Sim,Sim,Fibra óptica,Não,Não,Não,Não,Sim,Sim,Mensal,Não,Cheque eletrônico,96.2,639.7,3.21
4061-UKJWL,Sim,Masculino,Não,Não,Não,3,Sim,Não,DSL,Não,Não,Não,Não,Não,Não,Mensal,Não,Cheque via correio,45.45,141.7,1.52
4062-HBMOS,Sim,Masculino,Não,Não,Não,52,Sim,Sim,Fibra óptica,Não,Sim,Sim,Não,Sim,Sim,Mensal,Sim,Cheque eletrônico,103.05,5364.8,3.44
4063-EIKNQ,Sim,Masculino,Não,Sim,Sim,11,Sim,Não,Sem serviço de internet,Não,Não,Não,Não,Não,Não,Mensal,Não,Transferência bancária (automático),20.95,267.35,0.7
4065-JJAVA,Sim,Feminino,Não,Não,Não,1,Sim,Não,DSL,Não,Sim,Não,Não,Não,Não,Mensal,Não,Cheque eletrônico,49.5,49.5,1.65
4067-HLYQI,Sim,Feminino,Não,Não,Não,33,Sim,Não,Fibra óptica,Não,Não,Não,Não,Não,Não,Mensal,Sim,Transferência bancária (automático),70.4,2406.1,2.35
4070-OKWVH,Sim,Feminino,Não,Sim,Não,52,Sim,Sim,Fibra óptica,Não,Sim,Sim,Não,Sim,Não,Mensal,Não,Transferência bancária (automático),94.6,5025.8,3.15
4072-IPYLT,Sim,Feminino,Não,Sim,Sim,36,Sim,Não,DSL,Sim,Não,Não,Não,Não,Não,Mensal,Não,Cartão de crédito (automático),51.05,1815.0,1.7
4074-SJFFA,Não,Feminino,Não,Não,Não,1,Sim,Não,DSL,Não,Não,Não,Não,Não,Sim,Mensal,Sim,Cheque via correio,54.75,54.75,1.82
4075-JFPGR,Sim,Feminino,Não,Sim,Não,51,Sim,Não,Fibra óptica,Sim,Sim,Sim,Não,Sim,Não,Anual,Sim,Cheque eletrônico,93.5,4619.55,3.12
4075-WKNIU,Sim,Feminino,Não,Sim,Sim,0,Sim,Sim,DSL,Não,Sim,Sim,Sim,Sim,Não,Bienal,Não,Cheque via correio,73.35,0.0,2.44
4077-CROMM,Não,Feminino,Não,Sim,Sim,31,Sim,Sim,Fibra óptica,Não,Não,Sim,Sim,Sim,Sim,Mensal,Sim,Cheque eletrônico,104.2,3243.45,3.47
4077-HWUYD,Sim,Masculino,Não,Sim,Sim,72,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Sim,Sim,Bienal,Sim,Transferência bancária (automático),87.55,6463.15,2.92
4078-SAYYN,Não,Feminino,Não,Não,Não,11,Sim,Sim,Fibra óptica,Não,Não,Sim,Não,Sim,Sim,Mensal,Sim,Cheque eletrônico,100.75,1129.75,3.36
4079-ULGFR,Sim,Masculino,Não,Não,Não,16,Sim,Não,Sem serviço de internet,Não,Não,Não,Não,Não,Não,Mensal,Não,Cheque via correio,20.0,275.7,0.67
4079-VTGLK,Sim,Masculino,Sim,Sim,Não,30,Sim,Sim,DSL,Não,Não,Sim,Não,Sim,Sim,Bienal,Não,Cheque eletrônico,74.85,2181.75,2.49
4079-WWQQQ,Sim,Masculino,Não,Não,Não,72,Não,Não,DSL,Sim,Sim,Sim,Sim,Sim,Sim,Bienal,Sim,Transferência bancária (automático),65.55,4807.45,2.18
4080-IIARD,Sim,Feminino,Não,Sim,Não,13,Sim,Sim,DSL,Sim,Sim,Não,Sim,Sim,Não,Mensal,Sim,Cheque eletrônico,76.2,981.45,2.54
4080-OGPJL,Não,Feminino,Não,Não,Não,8,Sim,Sim,DSL,Sim,Não,Não,Sim,Não,Sim,Mensal,Não,Cheque eletrônico,71.15,563.65,2.37
4081-DYXAV,Não,Feminino,Não,Não,Não,19,Não,Não,DSL,Não,Não,Não,Não,Sim,Sim,Anual,Sim,Cartão de crédito (automático),44.85,893.55,1.5
4083-BFNYK,Sim,Feminino,Sim,Sim,Não,38,Sim,Sim,Fibra óptica,Sim,Sim,Não,Não,Não,Sim,Anual,Não,Cartão de crédito (automático),95.0,3591.25,3.17
4083-EUGRJ,Não,Masculino,Não,Não,Não,9,Sim,Não,Sem serviço de internet,Não,Não,Não,Não,Não,Não,Mensal,Não,Cheque via correio,20.25,178.5,0.68
4086-ATNFV,Sim,Feminino,Não,Sim,Sim,34,Sim,Não,DSL,Sim,Sim,Sim,Não,Não,Não,Anual,Sim,Cheque via correio,60.8,2042.05,2.03
4086-WITJG,Sim,Masculino,Não,Sim,Sim,71,Sim,Não,Sem serviço de internet,Não,Não,Não,Não,Não,Não,Bienal,Não,Cartão de crédito (automático),19.7,1301.1,0.66
4086-YQSNZ,Não,Feminino,Sim,Sim,Não,3,Sim,Não,Fibra óptica,Não,Não,Não,Não,Sim,Não,Mensal,Sim,Cheque eletrônico,80.4,224.05,2.68
4088-YLDSU,Não,Masculino,Não,Sim,Não,55,Sim,Sim,Fibra óptica,Não,Não,Sim,Sim,Sim,Sim,Anual,Sim,Cheque eletrônico,104.15,5743.05,3.47
4090-KPJIP,Sim,Feminino,Não,Não,Não,3,Sim,Sim,Fibra óptica,Não,Não,Não,Não,Não,Não,Mensal,Sim,Cheque eletrônico,74.95,212.4,2.5
4091-TVOCN,Sim,Masculino,Não,Não,Sim,48,Sim,Sim,DSL,Sim,Não,Sim,Não,Sim,Sim,Anual,Sim,Cartão de crédito (automático),78.75,3682.45,2.62
4092-OFQZS,Sim,Masculino,Não,Sim,Não,20,Sim,Não,Sem serviço de internet,Não,Não,Não,Não,Não,Não,Anual,Não,Cheque via correio,20.65,417.5,0.69
4094-NSEDU,Não,Feminino,Sim,Não,Não,21,Sim,Sim,Fibra óptica,Não,Não,Não,Não,Sim,Sim,Mensal,Sim,Cheque eletrônico,94.25,1973.75,3.14
4097-YODCF,Sim,Masculino,Não,Não,Sim,34,Sim,Sim,Fibra óptica,Sim,Sim,Não,Não,Sim,Sim,Anual,Sim,Cheque eletrônico,103.8,3470.8,3.46
4098-NAUKP,Sim,Masculino,Sim,Sim,Sim,68,Sim,Sim,Fibra óptica,Não,Sim,Sim,Não,Não,Não,Mensal,Sim,Cheque eletrônico,84.65,5683.6,2.82
4102-HLENU,Sim,Feminino,Não,Sim,Não,67,Sim,Sim,DSL,Sim,Sim,Sim,Não,Não,Não,Bienal,Não,Cheque via correio,65.65,4322.85,2.19
4102-OQUPX,Não,Masculino,Sim,Sim,Não,1,Sim,Sim,Fibra óptica,Não,Não,Não,Não,Não,Não,Mensal,Sim,Cheque eletrônico,74.4,74.4,2.48
4104-PVRPS,Sim,Masculino,Não,Sim,Não,24,Sim,Não,DSL,Sim,Não,Não,Sim,Não,Não,Mensal,Não,Cheque via correio,53.6,1315.35,1.79
4106-HADHQ,Não,Masculino,Não,Sim,Sim,39,Sim,Não,DSL,Sim,Não,Sim,Sim,Sim,Sim,Anual,Não,Cartão de crédito (automático),80.0,3182.95,2.67
4109-CYRBD,Sim,Masculino,Sim,Sim,Não,29,Sim,Sim,DSL,Não,Não,Não,Não,Não,Não,Mensal,Sim,Cheque eletrônico,51.6,1442.0,1.72
4110-PFEUZ,Não,Feminino,Não,Não,Não,1,Sim,Não,Fibra óptica,Não,Não,Não,Não,Não,Não,Mensal,Não,Cheque via correio,69.55,69.55,2.32
4111-BNXIF,Sim,Feminino,Não,Sim,Sim,67,Não,Não,DSL,Não,Sim,Sim,Sim,Sim,Sim,Bienal,Sim,Cheque eletrônico,59.55,4103.9,1.98
4112-LUEIZ,Não,Masculino,Não,Não,Não,10,Sim,Não,Fibra óptica,Não,Não,Não,Não,Sim,Sim,Mensal,Sim,Cheque eletrônico,89.5,863.1,2.98
4114-QMKVN,Sim,Feminino,Não,Sim,Sim,56,Sim,Sim,DSL,Sim,Sim,Não,Não,Não,Sim,Anual,Não,Transferência bancária (automático),68.75,3815.4,2.29
4115-BNPJY,Sim,Masculino,Não,Sim,Sim,29,Sim,Não,DSL,Não,Não,Sim,Sim,Sim,Sim,Bienal,Não,Cheque via correio,75.55,2054.4,2.52
4115-NZRKS,Sim,Feminino,Sim,Não,Não,7,Sim,Não,Fibra óptica,Não,Não,Não,Não,Sim,Sim,Mensal,Sim,Cheque eletrônico,89.15,574.35,2.97
4115-UMJFQ,Sim,Masculino,Não,Não,Não,69,Não,Não,DSL,Não,Sim,Sim,Não,Não,Não,Anual,Sim,Transferência bancária (automático),35.75,2492.25,1.19
4116-IQRFR,Sim,Masculino,Não,Sim,Sim,4,Sim,Sim,Sem serviço de internet,Não,Não,Não,Não,Não,Não,Anual,Não,Cartão de crédito (automático),24.1,73.1,0.8
4116-TZAQJ,Não,Feminino,Não,Não,Não,9,Sim,Não,Fibra óptica,Sim,Não,Não,Não,Não,Não,Mensal,Sim,Cartão de crédito (automático),74.25,639.65,2.48
4118-CEVPF,Sim,Feminino,Sim,Não,Não,35,Sim,Sim,Fibra óptica,Sim,Sim,Sim,Sim,Sim,Sim,Anual,Sim,Transferência bancária (automático),110.8,3836.3,3.69
4119-ZYPZY,Sim,Masculino,Sim,Não,Não,71,Sim,Sim,Fibra óptica,Não,Sim,Não,Sim,Sim,Sim,Bienal,Sim,Cheque eletrônico,106.8,7623.2,3.56
4121-AGSIN,Sim,Feminino,Não,Sim,Sim,58,Sim,Sim,Sem serviço de internet,Não,Não,Não,Não,Não,Não,Anual,Sim,Cartão de crédito (automático),24.5,1497.9,0.82
4123-DVHPH,Sim,Masculino,Não,Sim,Não,9,Sim,Sim,Fibra óptica,Sim,Não,Não,Não,Não,Sim,Mensal,Sim,Cheque eletrônico,88.05,801.3,2.94
4123-FCVCB,Sim,Feminino,Não,Não,Não,12,Sim,Sim,DSL,Não,Não,Não,Sim,Sim,Sim,Anual,Sim,Cheque via correio,75.85,854.45,2.53
4124-MMETB,Não,Masculino,Não,Não,Não,22,Sim,Sim,Fibra óptica,Não,Não,Não,Não,Sim,Sim,Mensal,Sim,Cartão de crédito (automático),94.65,2104.55,3.16
4128-ETESU,Sim,Feminino,Sim,Sim,Não,47,Sim,Sim,Fibra óptica,Não,Não,Sim,Não,Sim,Sim,Mensal,Não,Cheque eletrônico,99.7,4747.2,3.32
4129-LYCOI,Sim,Feminino,Não,Não,Sim,67,Sim,Sim,Fibra óptica,Não,Sim,Não,Sim,Sim,Sim,Bienal,Sim,Cheque eletrônico,104.0,7039.05,3.47
4130-MZLCC,Sim,Feminino,Não,Não,Não,5,Sim,Não,DSL,Não,Sim,Não,Não,Não,Não,Mensal,Não,Transferência bancária (automático),50.55,244.75,1.68
4132-KALRO,Sim,Feminino,Não,Não,Não,4,Sim,Sim,Fibra óptica,Não,Não,Não,Sim,Sim,Sim,Mensal,Sim,Cheque via correio,100.85,399.25,3.36
4132-POCZS,Sim,Masculino,Não,Sim,Não,52,Não,Não,DSL,Sim,Não,Não,Não,Não,Sim,Mensal,Sim,Cheque eletrônico,39.9,2020.9,1.33
4134-BSXLX,Sim,Masculino,Não,Sim,Não,28,Sim,Não,DSL,Sim,Sim,Não,Sim,Não,Não,Mensal,Não,Cheque via correio,60.9,1785.65,2.03
4135-FRWKJ,Sim,Feminino,Sim,Sim,Sim,55,Sim,Sim,DSL,Sim,Não,Sim,Sim,Sim,Não,Anual,Não,Cheque eletrônico,76.25,4154.55,2.54
4137-BTIKL,Sim,Masculino,Não,Não,Não,2,Sim,Sim,Fibra óptica,Sim,Não,Não,Não,Não,Sim,Mensal,Não,Cheque via correio,90.75,174.75,3.02
4137-JOPHL,Sim,Feminino,Não,Não,Não,50,Sim,Não,Fibra óptica,Não,Não,Sim,Sim,Não,Sim,Bienal,Sim,Transferência bancária (automático),89.7,4304.5,2.99
4138-NAXED,Sim,Masculino,Não,Não,Não,51,Sim,Sim,Fibra óptica,Não,Sim,Não,Não,Não,Não,Mensal,Não,Transferência bancária (automático),81.0,4085.75,2.7
4139-DETXS,Sim,Feminino,Não,Sim,Sim,72,Não,Não,DSL,Sim,Sim,Sim,Sim,Sim,Sim,Bienal,Não,Transferência bancária (automático),64.45,4528.0,2.15
4139-JPIAM,Sim,Masculino,Não,Não,Não,51,Não,Não,DSL,Sim,Não,Não,Sim,Não,Sim,Mensal,Sim,Cartão de crédito (automático),44.45,2181.55,1.48
4139-SUGLD,Não,Masculino,Não,Sim,Sim,31,Não,Não,DSL,Sim,Não,Não,Sim,Não,Não,Mensal,Não,Transferência bancária (automático),35.4,1077.5,1.18
4140-MUHUG,Não,Feminino,Sim,Não,Não,3,Sim,Não,Fibra óptica,Não,Não,Sim,Não,Sim,Não,Mensal,Sim,Cheque eletrônico,86.85,220.95,2.9
4140-WJAWW,Não,Feminino,Não,Não,Não,5,Sim,Não,Sem serviço de internet,Não,Não,Não,Não,Não,Não,Mensal,Não,Cartão de crédito (automático),19.85,108.05,0.66
4143-HHPMK,Não,Masculino,Não,Não,Não,52,Sim,Não,Fibra óptica,Não,Sim,Não,Não,Não,Sim,Mensal,Sim,Cheque eletrônico,85.35,4338.6,2.84
4143-OOBWZ,Não,Masculino,Não,Sim,Não,5,Sim,Sim,Fibra óptica,Não,Sim,Não,Não,Não,Não,Mensal,Sim,Cheque eletrônico,81.3,416.3,2.71
4145-UQXUQ,Não,Feminino,Sim,Não,Não,8,Sim,Não,Fibra óptica,Não,Não,Sim,Não,Sim,Sim,Mensal,Sim,Cheque eletrônico,92.1,729.95,3.07
4146-SVFUD,Sim,Masculino,Não,Não,Não,1,Sim,Não,DSL,Não,Não,Não,Não,Não,Não,Mensal,Não,Cheque via correio,44.6,44.6,1.49
4154-AQUGT,Não,Masculino,Sim,Sim,Não,13,Sim,Não,Fibra óptica,Não,Sim,Não,Sim,Não,Sim,Mensal,Sim,Transferência bancária (automático),89.05,1169.35,2.97
4159-NAAIX,Sim,Feminino,Não,Não,Não,63,Sim,Sim,Fibra óptica,Não,Sim,Não,Não,Sim,Sim,Bienal,Não,Transferência bancária (automático),97.45,6253.0,3.25
4160-AMJTL,Não,Feminino,Sim,Não,Não,8,Sim,Não,Sem serviço de internet,Não,Não,Não,Não,Não,Não,Mensal,Não,Cheque eletrônico,19.65,164.3,0.65
4163-HFTUK,Sim,Masculino,Não,Não,Não,51,Sim,Não,Sem serviço de internet,Não,Não,Não,Não,Não,Não,Anual,Não,Cheque eletrônico,19.1,1007.8,0.64
4163-KIUHY,Sim,Masculino,Não,Não,Não,35,Sim,Sim,Sem serviço de internet,Não,Não,Não,Não,Não,Não,Mensal,Sim,Cheque eletrônico,25.6,901.25,0.85
4163-NCJAK,Sim,Feminino,Não,Sim,Não,46,Sim,Sim,Sem serviço de internet,Não,Não,Não,Não,Não,Não,Anual,Sim,Transferência bancária (automático),24.45,1066.15,0.82
4174-LPGTI,Não,Feminino,Não,Sim,Sim,41,Sim,Não,DSL,Não,Sim,Não,Sim,Não,Sim,Anual,Sim,Transferência bancária (automático),66.5,2728.6,2.22
4176-FXYBO,Sim,Masculino,Não,Sim,Não,54,Sim,Sim,Fibra óptica,Sim,Sim,Sim,Não,Sim,Sim,Mensal,Não,Cheque eletrônico,109.55,6118.95,3.65
4176-RELJR,Sim,Masculino,Sim,Não,Não,67,Sim,Sim,Sem serviço de internet,Não,Não,Não,Não,Não,Não,Bienal,Não,Cartão de crédito (automático),25.1,1672.15,0.84
4177-JPDFU,Sim,Masculino,Não,Não,Não,12,Não,Não,DSL,Não,Sim,Não,Sim,Não,Não,Mensal,Não,Cheque via correio,34.0,442.45,1.13
4178-EGMON,Sim,Masculino,Não,Sim,Não,70,Sim,Sim,Fibra óptica,Sim,Sim,Não,Sim,Não,Não,Bienal,Sim,Cartão de crédito (automático),88.0,5986.45,2.93
4182-BGSIQ,Sim,Feminino,Não,Sim,Sim,10,Sim,Não,Sem serviço de internet,Não,Não,Não,Não,Não,Não,Mensal,Sim,Transferência bancária (automático),19.8,196.75,0.66
4183-MYFRB,Sim,Feminino,Não,Não,Não,21,Sim,Não,Fibra óptica,Não,Sim,Sim,Não,Não,Sim,Mensal,Sim,Cheque eletrônico,90.05,1862.9,3.0
4183-WCSEP,Não,Masculino,Não,Não,Não,31,Sim,Não,Fibra óptica,Não,Sim,Não,Sim,Não,Não,Mensal,Sim,Cheque eletrônico,78.45,2435.15,2.62
4184-TJFAN,Não,Feminino,Sim,Sim,Sim,3,Sim,Não,Fibra óptica,Sim,Não,Não,Sim,Sim,Não,Mensal,Sim,Cheque via correio,88.3,273.75,2.94
4184-VODJZ,Sim,Masculino,Não,Sim,Sim,63,Sim,Sim,Fibra óptica,Não,Sim,Não,Não,Não,Sim,Anual,Sim,Cheque eletrônico,91.35,5764.7,3.04
4186-ZBUEW,Sim,Feminino,Não,Não,Não,36,Sim,Sim,DSL,Não,Sim,Não,Sim,Não,Sim,Anual,Sim,Cheque via correio,70.7,2511.95,2.36
4187-CINZD,Não,Feminino,Sim,Não,Não,46,Sim,Não,Fibra óptica,Não,Sim,Não,Não,Sim,Sim,Anual,Não,Cartão de crédito (automático),95.25,4424.2,3.18
4188-FRABG,Sim,Masculino,Não,Sim,Não,57,Sim,Sim,Fibra óptica,Sim,Sim,Sim,Sim,Sim,Não,Mensal,Sim,Cheque eletrônico,103.05,5925.75,3.44
4188-PCPIG,Sim,Feminino,Não,Sim,Não,57,Sim,Não,DSL,Sim,Sim,Não,Sim,Sim,Não,Bienal,Sim,Cartão de crédito (automático),70.35,4124.65,2.34
4189-NAKJS,Sim,Masculino,Não,Não,Não,26,Sim,Sim,DSL,Não,Não,Não,Não,Não,Não,Anual,Sim,Cartão de crédito (automático),51.55,1295.4,1.72
4190-MFLUW,Não,Feminino,Não,Sim,Sim,10,Sim,Não,DSL,Não,Não,Sim,Sim,Não,Não,Mensal,Não,Cartão de crédito (automático),55.2,528.35,1.84
4191-XOVOM,Sim,Masculino,Não,Não,Não,63,Sim,Sim,Fibra óptica,Não,Sim,Não,Sim,Sim,Sim,Mensal,Não,Cheque eletrônico,105.4,6713.2,3.51
4192-GORJT,Não,Masculino,Não,Sim,Não,5,Sim,Não,Fibra óptica,Não,Não,Sim,Não,Sim,Sim,Mensal,Sim,Cheque eletrônico,94.45,498.1,3.15
4193-IBKSW,Sim,Masculino,Não,Sim,Sim,72,Sim,Sim,Sem serviço de internet,Não,Não,Não,Não,Não,Não,Bienal,Não,Transferência bancária (automático),24.75,1769.6,0.82
4193-ORFCL,Não,Feminino,Sim,Não,Não,1,Sim,Não,DSL,Não,Não,Não,Não,Não,Não,Mensal,Não,Cheque via correio,45.1,45.1,1.5
4194-FJARJ,Sim,Feminino,Não,Sim,Sim,54,Sim,Sim,DSL,Sim,Não,Não,Sim,Não,Não,Bienal,Não,Transferência bancária (automático),60.0,3273.95,2.0
4194-WHFCB,Sim,Feminino,Não,Sim,Sim,59,Sim,Sim,Fibra óptica,Não,Sim,Não,Sim,Não,Sim,Mensal,Sim,Transferência bancária (automático),96.65,5580.8,3.22
4195-NZGTA,Sim,Feminino,Não,Não,Não,1,Não,Não,DSL,Não,Não,Não,Não,Não,Não,Mensal,Não,Cheque eletrônico,25.25,25.25,0.84
4195-PNGZS,Sim,Masculino,Não,Sim,Sim,69,Sim,Sim,Sem serviço de internet,Não,Não,Não,Não,Não,Não,Bienal,Não,Transferência bancária (automático),24.45,1718.2,0.82
4195-SMMNX,Não,Masculino,Não,Não,Não,2,Sim,Não,Sem serviço de internet,Não,Não,Não,Não,Não,Não,Mensal,Não,Cheque via correio,20.35,33.2,0.68
4198-VFOEA,Sim,Feminino,Não,Não,Não,12,Não,Não,DSL,Sim,Não,Não,Sim,Não,Não,Anual,Sim,Cheque via correio,33.6,435.45,1.12
4199-QHJNM,Sim,Masculino,Sim,Sim,Não,67,Sim,Sim,Fibra óptica,Não,Sim,Não,Sim,Sim,Sim,Bienal,Não,Transferência bancária (automático),102.9,6989.7,3.43
4201-JMNGR,Não,Feminino,Sim,Não,Não,1,Sim,Não,DSL,Sim,Não,Sim,Não,Não,Não,Mensal,Sim,Cheque eletrônico,55.8,55.8,1.86
4203-QGNZA,Sim,Feminino,Não,Não,Sim,28,Sim,Não,Sem serviço de internet,Não,Não,Não,Não,Não,Não,Mensal,Não,Cheque via correio,20.25,535.35,0.68
4208-UFFGW,Não,Masculino,Sim,Não,Não,2,Sim,Não,DSL,Não,Não,Não,Não,Não,Não,Mensal,Não,Cheque via correio,44.95,85.15,1.5
4210-QFJMF,Não,Feminino,Não,Não,Não,4,Sim,Não,Fibra óptica,Não,Não,Não,Não,Não,Sim,Mensal,Sim,Cheque eletrônico,79.15,317.25,2.64
4211-MMAZN,Não,Masculino,Não,Não,Não,1,Sim,Não,Sem serviço de internet,Não,Não,Não,Não,Não,Não,Mensal,Não,Cheque via correio,20.25,20.25,0.68
4213-HKBJO,Sim,Feminino,Não,Não,Não,33,Sim,Sim,Sem serviço de internet,Não,Não,Não,Não,Não,Não,Bienal,Não,Cartão de crédito (automático),25.7,826.1,0.86
4220-TINQT,Sim,Feminino,Não,Sim,Não,61,Sim,Sim,Fibra óptica,Não,Não,Sim,Sim,Sim,Sim,Mensal,Sim,Cheque eletrônico,106.35,6751.35,3.54
4223-BKEOR,Sim,Feminino,Não,Não,Sim,21,Sim,Não,DSL,Sim,Não,Sim,Não,Não,Sim,Anual,Não,Cheque via correio,64.85,1336.8,2.16
4223-WOZCM,Sim,Masculino,Sim,Não,Não,2,Sim,Não,DSL,Não,Não,Sim,Não,Não,Não,Mensal,Não,Cheque via correio,49.95,107.1,1.66
